,성별,구매일자,대분류코드,구매금액
267,F,201405,31,72443070
268,F,201405,32,5592550
269,F,201405,33,77334990
270,F,201405,34,191067090
271,F,201405,35,39769920
272,F,201405,36,17363290
273,F,201405,37,23606750
274,F,201405,38,60570808
275,F,201405,39,3487000
276,F,201405,40,1021500
277,F,201405,41,6491350
278,F,201405,42,1031400
279,F,201405,43,156481891
280,F,201405,44,25756560
281,F,201405,45,43499050
282,F,201405,46,101306327
283,F,201405,47,84149020
284,F,201405,48,112910211
285,F,201405,49,5024410
286,F,201405,50,6284240
287,F,201405,51,59866180
288,F,201405,52,138075953
289,F,201405,53,93013470
290,F,201405,54,41750454
291,F,201405,55,34915307
292,F,201405,56,14845896
293,F,201405,57,14706287
294,F,201405,58,5745779
295,F,201405,59,13332714
296,F,201405,60,2385323
297,F,201405,61,13577713
298,F,201405,62,29145832
299,F,201405,63,10292702
300,F,201406,4,90997320
301,F,201406,5,94947879
302,F,201406,6,54996602
303,F,201406,7,53777932
304,F,201406,8,74798620
305,F,201406,9,22173543
306,F,201406,10,180507185
307,F,201406,11,117521365
308,F,201406,12,136584485
309,F,201406,13,85584050
310,F,201406,14,296641880
311,F,201406,15,223830080
312,F,201406,16,80654590
313,F,201406,17,112793860
314,F,201406,18,84259720
315,F,201406,19,94653000
316,F,201406,20,89506070
317,F,201406,21,39525530
318,F,201406,22,38247040
319,F,201406,23,31042202
320,F,201406,24,20338190
321,F,201406,25,5590448
322,F,201406,26,65767142
323,F,201406,27,23196420
324,F,201406,28,9278000
325,F,201406,29,136983130
326,F,201406,30,44848350
327,F,201406,31,55520660
328,F,201406,32,5038730
329,F,201406,33,72074270
330,F,201406,34,149134290
331,F,201406,35,39030830
332,F,201406,36,13113620
333,F,201406,37,22569100
334,F,201406,38,59721149
335,F,201406,39,1520000
336,F,201406,40,726300
337,F,201406,41,1639050
338,F,201406,42,503000
339,F,201406,43,146045676
340,F,201406,44,25311640
341,F,201406,45,49573260
342,F,201406,46,91289987
343,F,201406,47,72741540
344,F,201406,48,114487440
345,F,201406,49,4282110
346,F,201406,50,5291550
347,F,201406,51,55927830
348,F,201406,52,127926938
349,F,201406,53,81161369
350,F,201406,54,39507053
351,F,201406,55,32880046
352,F,201406,56,13963971
353,F,201406,57,13503160
354,F,201406,58,6317757
355,F,201406,59,12788953
356,F,201406,60,2677705
357,F,201406,61,15412603
358,F,201406,62,26884479
359,F,201406,63,11450916
360,F,201407,4,84225750
361,F,201407,5,94343573
362,F,201407,6,58653222
363,F,201407,7,56441772
364,F,201407,8,81848602
365,F,201407,9,23455683
366,F,201407,10,183642694
367,F,201407,11,110299045
368,F,201407,12,138488460
369,F,201407,13,83042810
370,F,201407,14,174210150
371,F,201407,15,91188480
372,F,201407,16,78843900
373,F,201407,17,83196890
374,F,201407,18,91164630
375,F,201407,19,95650120
376,F,201407,20,87184710
377,F,201407,21,40864440
378,F,201407,22,38330770
379,F,201407,23,37908000
380,F,201407,24,25907140
381,F,201407,25,6360653
382,F,201407,26,82376650
383,F,201407,27,23041930
384,F,201407,28,10398330
385,F,201407,29,134701900
386,F,201407,30,40418700
387,F,201407,31,47121100
388,F,201407,32,4868280
389,F,201407,33,78719576
390,F,201407,34,147736300
391,F,201407,35,53857500
392,F,201407,36,11127360
393,F,201407,37,26624500
394,F,201407,38,61983960
395,F,201407,39,1300000
396,F,201407,40,138000
397,F,201407,41,4800
398,F,201407,42,345800
399,F,201407,43,161744698
400,F,201407,44,28784260
401,F,201407,45,49908970
402,F,201407,46,110091891
403,F,201407,47,96048350
404,F,201407,48,115885038
405,F,201407,49,6250680
406,F,201407,50,5169280
407,F,201407,51,53253900
408,F,201407,52,155319255
409,F,201407,53,74330844
410,F,201407,54,48582724
411,F,201407,55,41351882
412,F,201407,56,13548656
413,F,201407,57,12308105
414,F,201407,58,6697543
415,F,201407,59,15113995
416,F,201407,60,2794945
417,F,201407,61,19352604
418,F,201407,62,27499866
419,F,201407,63,14037077
420,F,201408,4,112580310
421,F,201408,5,121128474
422,F,201408,6,83067089
423,F,201408,7,65093311
424,F,201408,8,86761335
425,F,201408,9,22061758
426,F,201408,10,186907642
427,F,201408,11,116477570
428,F,201408,12,193435520
429,F,201408,13,123181120
430,F,201408,14,207997110
431,F,201408,15,111525550
432,F,201408,16,92965540
433,F,201408,17,78524270
434,F,201408,18,95339690
435,F,201408,19,144063420
436,F,201408,20,95443500
437,F,201408,21,40546550
438,F,201408,22,32368830
439,F,201408,23,33631650
440,F,201408,24,24988970
441,F,201408,25,5787940
442,F,201408,26,92143200
443,F,201408,27,25971490
444,F,201408,28,11356090
445,F,201408,29,99564370
446,F,201408,30,28948680
447,F,201408,31,53218780
448,F,201408,32,4003490
449,F,201408,33,67578936
450,F,201408,34,146847920
451,F,201408,35,34574860
452,F,201408,36,9956770
453,F,201408,37,28717100
454,F,201408,38,64545560
455,F,201408,41,155900
456,F,201408,42,223900
457,F,201408,43,173799534
458,F,201408,44,23022460
459,F,201408,45,47970470
460,F,201408,46,139592663
461,F,201408,47,80458430
462,F,201408,48,119784325
463,F,201408,49,5213350
464,F,201408,50,5324330
465,F,201408,51,38920680
466,F,201408,52,174165784
467,F,201408,53,53404108
468,F,201408,54,46892022
469,F,201408,55,34532952
470,F,201408,56,14881331
471,F,201408,57,12637091
472,F,201408,58,7311523
473,F,201408,59,16787576
474,F,201408,60,3059056
475,F,201408,61,19523650
476,F,201408,62,30177049
477,F,201408,63,15783932
478,F,201409,1,2113916
479,F,201409,2,1202198
480,F,201409,3,587560
481,F,201409,4,76773990
482,F,201409,5,110877064
483,F,201409,6,79241657
484,F,201409,7,58669291
485,F,201409,8,80354193
486,F,201409,9,17622856
487,F,201409,10,176170039
488,F,201409,11,107850810
489,F,201409,12,156256560
490,F,201409,13,132996490
491,F,201409,14,113172350
492,F,201409,15,120209100
493,F,201409,16,91954990
494,F,201409,17,66568380
495,F,201409,18,83869110
496,F,201409,19,112964460
497,F,201409,20,97825050
498,F,201409,21,39483700
499,F,201409,22,41535260
500,F,201409,23,27880581
501,F,201409,24,24531790
502,F,201409,25,5662163
503,F,201409,26,82738150
504,F,201409,27,22873270
505,F,201409,28,9090960
506,F,201409,29,132735310
507,F,201409,30,36060970
508,F,201409,31,73199030
509,F,201409,32,4202560
510,F,201409,33,70480820
511,F,201409,34,190924850
512,F,201409,35,28583520
513,F,201409,36,10347510
514,F,201409,37,25293400
515,F,201409,38,66996371
516,F,201409,40,386200
517,F,201409,41,192750
518,F,201409,42,301000
519,F,201409,43,143993644
520,F,201409,44,21157980
521,F,201409,45,53267670
522,F,201409,46,136760403
523,F,201409,47,63274385
524,F,201409,48,106896648
525,F,201409,49,2698900
526,F,201409,50,3663430
527,F,201409,51,58005800
528,F,201409,52,140412651
529,F,201409,53,41606712
530,F,201409,54,43813816
531,F,201409,55,47644204
532,F,201409,56,14538175
533,F,201409,57,16150835
534,F,201409,58,6303435
535,F,201409,59,17958140
536,F,201409,60,2687810
537,F,201409,61,15227246
538,F,201409,62,24857250
539,F,201409,63,18633171
540,F,201409,64,542670
541,F,201409,65,2616963
542,F,201409,66,2873830
543,F,201409,67,3840390
544,F,201409,68,880490
545,F,201409,69,243690
546,F,201409,70,459690
547,F,201409,71,2035000
548,F,201409,72,2245250
549,F,201409,73,2134240
550,F,201409,74,6277780
551,F,201409,75,2089960
552,F,201409,76,2073954
553,F,201409,77,675252
554,F,201409,78,402109
555,F,201409,79,1639877
556,F,201409,80,1103810
557,F,201409,81,1332920
558,F,201409,82,2040858
559,F,201409,83,1811692
560,F,201409,84,1994010
561,F,201409,85,49800
562,F,201409,86,714120
563,F,201409,87,1388490
564,F,201409,88,1791040
565,F,201409,89,3719340
566,F,201409,90,11049220
567,F,201409,91,1988835
568,F,201409,92,3719525
569,F,201410,1,32225670
570,F,201410,2,13021186
571,F,201410,3,8627352
572,F,201410,4,73097200
573,F,201410,5,57850254
574,F,201410,6,42377230
575,F,201410,7,13140710
576,F,201410,8,76162965
577,F,201410,9,21901953
578,F,201410,10,162808483
579,F,201410,11,78095240
580,F,201410,12,55331380
581,F,201410,13,68248210
582,F,201410,14,133727860
583,F,201410,15,133733810
584,F,201410,16,73835250
585,F,201410,17,65054830
586,F,201410,18,95117090
587,F,201410,19,51754540
588,F,201410,20,69036530
589,F,201410,21,27568870
590,F,201410,22,28684780
591,F,201410,23,11374350
592,F,201410,24,24061400
593,F,201410,25,7399206
594,F,201410,26,86320270
595,F,201410,27,24002120
596,F,201410,28,9370820
597,F,201410,29,170539970
598,F,201410,30,63834370
599,F,201410,31,71380530
600,F,201410,32,4440220
601,F,201410,33,53194450
602,F,201410,35,1170700
603,F,201410,36,7833490
604,F,201410,37,23237250
605,F,201410,38,48883046
606,F,201410,40,49800
607,F,201410,41,14500
608,F,201410,42,75600
609,F,201410,43,124173237
610,F,201410,44,21883600
611,F,201410,45,37571600
612,F,201410,46,114004047
613,F,201410,47,33441657
614,F,201410,48,100448558
615,F,201410,49,4087500
616,F,201410,50,5149780
617,F,201410,51,48577400
618,F,201410,52,82401701
619,F,201410,53,6387411
620,F,201410,54,16188799
621,F,201410,55,48794057
622,F,201410,56,15936719
623,F,201410,57,14401002
624,F,201410,63,22392745
625,F,201410,64,12298389
626,F,201410,65,34682690
627,F,201410,66,43384720
628,F,201410,67,45296715
629,F,201410,68,15778930
630,F,201410,69,4214890
631,F,201410,70,5785730
632,F,201410,71,52056820
633,F,201410,72,35962187
634,F,201410,73,25698159
635,F,201410,74,95282930
636,F,201410,75,32215980
637,F,201410,76,19494718
638,F,201410,77,11300222
639,F,201410,78,9021064
640,F,201410,79,34345913
641,F,201410,80,25687000
642,F,201410,81,18094500
643,F,201410,82,55722400
644,F,201410,83,25287414
645,F,201410,84,27950600
646,F,201410,85,2195100
647,F,201410,86,12032210
648,F,201410,87,21546430
649,F,201410,88,30953910
650,F,201410,89,43829710
651,F,201410,90,179125150
652,F,201410,91,28993043
653,F,201410,92,49468224
654,F,201411,1,29742793
655,F,201411,2,14744368
656,F,201411,3,6546930
657,F,201411,4,58532980
658,F,201411,5,59659104
659,F,201411,6,44604299
660,F,201411,7,15687620
661,F,201411,8,80380240
662,F,201411,9,21764335
663,F,201411,10,149495127
664,F,201411,11,77235715
665,F,201411,12,57965550
666,F,201411,13,78167310
667,F,201411,14,176314930
668,F,201411,15,42314130
669,F,201411,16,67154240
670,F,201411,17,56447325
671,F,201411,18,89365550
672,F,201411,19,51323530
673,F,201411,20,68875570
674,F,201411,21,27076350
675,F,201411,22,20981760
676,F,201411,23,15370200
677,F,201411,24,26609880
678,F,201411,25,5911420
679,F,201411,26,79164640
680,F,201411,27,23769500
681,F,201411,28,12078500
682,F,201411,29,172983020
683,F,201411,30,61224450
684,F,201411,31,78312730
685,F,201411,32,3135160
686,F,201411,33,65553880
687,F,201411,35,1526080
688,F,201411,36,8987070
689,F,201411,37,23339500
690,F,201411,38,48468716
691,F,201411,42,36600
692,F,201411,43,119489010
693,F,201411,44,19384000
694,F,201411,45,29580470
695,F,201411,46,148852976
696,F,201411,47,30506086
697,F,201411,48,98382857
698,F,201411,49,6852900
699,F,201411,50,6201800
700,F,201411,51,54133980
701,F,201411,52,73440409
702,F,201411,53,7710981
703,F,201411,54,15673105
704,F,201411,55,34044199
705,F,201411,56,15276822
706,F,201411,57,13988070
707,F,201411,63,20040017
708,F,201411,64,12462344
709,F,201411,65,28970188
710,F,201411,66,42633440
711,F,201411,67,44329898
712,F,201411,68,16992150
713,F,201411,69,5782600
714,F,201411,70,7256840
715,F,201411,71,40469330
716,F,201411,72,35217458
717,F,201411,73,26704120
718,F,201411,74,96234060
719,F,201411,75,38380790
720,F,201411,76,14258124
721,F,201411,77,10578169
722,F,201411,78,11601407
723,F,201411,79,41654600
724,F,201411,80,16228010
725,F,201411,81,17255280
726,F,201411,82,38783536
727,F,201411,83,23136361
728,F,201411,84,23799300
729,F,201411,85,3198400
730,F,201411,86,12114060
731,F,201411,87,28058590
732,F,201411,88,27035420
733,F,201411,89,39577880
734,F,201411,90,181768430
735,F,201411,91,27430812
736,F,201411,92,36468003
737,F,201412,1,35555482
738,F,201412,2,11422684
739,F,201412,3,7966100
740,F,201412,4,49946110
741,F,201412,5,56229600
742,F,201412,6,34162322
743,F,201412,7,17440060
744,F,201412,8,89562688
745,F,201412,9,20640352
746,F,201412,10,159639470
747,F,201412,11,75397490
748,F,201412,12,59030090
749,F,201412,13,81908560
750,F,201412,14,171461790
751,F,201412,15,46436030
752,F,201412,16,81237280
753,F,201412,17,55314470
754,F,201412,18,98636780
755,F,201412,19,49391950
756,F,201412,20,63896630
757,F,201412,21,25062450
758,F,201412,22,22610650
759,F,201412,23,14128860
760,F,201412,24,41993620
761,F,201412,25,5806060
762,F,201412,26,184701390
763,F,201412,27,24816110
764,F,201412,28,14000610
765,F,201412,29,187235630
766,F,201412,30,62587780
767,F,201412,31,67783900
768,F,201412,32,4035460
769,F,201412,33,76414010
770,F,201412,35,6140980
771,F,201412,36,11389960
772,F,201412,37,26398320
773,F,201412,38,55025902
774,F,201412,40,35900
775,F,201412,43,128132960
776,F,201412,44,18829200
777,F,201412,45,40949760
778,F,201412,46,121075062
779,F,201412,47,36915434
780,F,201412,48,96849300
781,F,201412,49,7956400
782,F,201412,50,6478320
783,F,201412,51,51377100
784,F,201412,52,101374219
785,F,201412,53,9385986
786,F,201412,54,18409701
787,F,201412,55,30640998
788,F,201412,56,18030587
789,F,201412,57,18607735
790,F,201412,63,22595914
791,F,201412,64,15479019
792,F,201412,65,28141541
793,F,201412,66,44285000
794,F,201412,67,54898159
795,F,201412,68,23801270
796,F,201412,69,8282850
797,F,201412,70,15582750
798,F,201412,71,46864420
799,F,201412,72,62784447
800,F,201412,73,33721610
801,F,201412,74,109781370
802,F,201412,75,39141380
803,F,201412,76,15553385
804,F,201412,77,13874151
805,F,201412,78,13329533
806,F,201412,79,46958330
807,F,201412,80,18037710
808,F,201412,81,19139090
809,F,201412,82,44636227
810,F,201412,83,25147462
811,F,201412,84,24068690
812,F,201412,85,2917500
813,F,201412,86,12925770
814,F,201412,87,36300340
815,F,201412,88,22895820
816,F,201412,89,41009360
817,F,201412,90,173396630
818,F,201412,91,30870495
819,F,201412,92,35394183
820,F,201501,1,42509661
821,F,201501,2,13489520
822,F,201501,3,7986620
823,F,201501,4,61420300
824,F,201501,5,62630151
825,F,201501,6,47270208
826,F,201501,7,17718400
827,F,201501,8,95972804
828,F,201501,9,20250626
829,F,201501,10,170971030
830,F,201501,11,85009080
831,F,201501,12,73947730
832,F,201501,13,69113850
833,F,201501,14,161362650
834,F,201501,15,46348320
835,F,201501,16,72256840
836,F,201501,17,68719570
837,F,201501,18,92852180
838,F,201501,19,55868510
839,F,201501,20,60253610
840,F,201501,21,23371480
841,F,201501,22,19442130
842,F,201501,23,11335740
843,F,201501,24,28329190
844,F,201501,25,6717520
845,F,201501,26,106366350
846,F,201501,27,26364950
847,F,201501,28,11881550
848,F,201501,29,126717960
849,F,201501,30,55648590
850,F,201501,31,46908950
851,F,201501,32,2532670
852,F,201501,33,55774120
853,F,201501,35,5590880
854,F,201501,36,6606450
855,F,201501,37,24699520
856,F,201501,38,61039341
857,F,201501,40,301800
858,F,201501,42,17800
859,F,201501,43,133881920
860,F,201501,44,16552500
861,F,201501,45,29479340
862,F,201501,46,76453938
863,F,201501,47,38888606
864,F,201501,48,111068652
865,F,201501,49,4018650
866,F,201501,50,4839840
867,F,201501,51,39767630
868,F,201501,52,120083289
869,F,201501,53,11626556
870,F,201501,54,17796634
871,F,201501,55,35576580
872,F,201501,56,16625442
873,F,201501,57,16347163
874,F,201501,63,20629021
875,F,201501,64,26369528
876,F,201501,65,31974956
877,F,201501,66,40256290
878,F,201501,67,49915175
879,F,201501,68,14965760
880,F,201501,69,4049970
881,F,201501,70,7771740
882,F,201501,71,34784590
883,F,201501,72,46923476
884,F,201501,73,35603850
885,F,201501,74,113266870
886,F,201501,75,36361900
887,F,201501,76,9294072
888,F,201501,77,11669453
889,F,201501,78,13446984
890,F,201501,79,45593342
891,F,201501,80,20197990
892,F,201501,81,21844290
893,F,201501,82,53048358
894,F,201501,83,28819261
895,F,201501,84,28032050
896,F,201501,85,1868000
897,F,201501,86,14165230
898,F,201501,87,22644650
899,F,201501,88,22159000
900,F,201501,89,50066680
901,F,201501,90,199378860
902,F,201501,91,37136676
903,F,201501,92,40283445
904,F,201502,1,41075279
905,F,201502,2,14532455
906,F,201502,3,7071350
907,F,201502,4,46012650
908,F,201502,5,59198218
909,F,201502,6,31876264
910,F,201502,7,17055000
911,F,201502,8,81314172
912,F,201502,9,15261614
913,F,201502,10,149782790
914,F,201502,11,143023220
915,F,201502,12,138084780
916,F,201502,13,67331730
917,F,201502,14,158318480
918,F,201502,15,44999340
919,F,201502,16,99281290
920,F,201502,17,45876420
921,F,201502,18,80287040
922,F,201502,19,110813530
923,F,201502,20,61056330
924,F,201502,21,25045190
925,F,201502,22,18402250
926,F,201502,23,8701560
927,F,201502,24,40487790
928,F,201502,25,5794720
929,F,201502,26,101700350
930,F,201502,27,24373670
931,F,201502,28,9058730
932,F,201502,29,104611050
933,F,201502,30,45138230
934,F,201502,31,64618950
935,F,201502,32,2214000
936,F,201502,33,55230350
937,F,201502,35,1269240
938,F,201502,36,5596490
939,F,201502,37,24906340
940,F,201502,38,63288739
941,F,201502,40,87000
942,F,201502,43,120361290
943,F,201502,44,14676900
944,F,201502,45,28902140
945,F,201502,46,99702149
946,F,201502,47,30279519
947,F,201502,48,94825671
948,F,201502,49,2543120
949,F,201502,50,2949360
950,F,201502,51,42568190
951,F,201502,52,100601522
952,F,201502,53,12390301
953,F,201502,54,17913232
954,F,201502,55,34723539
955,F,201502,56,13549067
956,F,201502,57,16704274
957,F,201502,63,23236246
958,F,201502,64,19702131
959,F,201502,65,27868095
960,F,201502,66,33539650
961,F,201502,67,46593712
962,F,201502,68,18735540
963,F,201502,69,6111070
964,F,201502,70,8107040
965,F,201502,71,20426540
966,F,201502,72,39720047
967,F,201502,73,25484960
968,F,201502,74,83451650
969,F,201502,75,89204490
970,F,201502,76,10331920
971,F,201502,77,14573266
972,F,201502,78,17728776
973,F,201502,79,38465064
974,F,201502,80,20247660
975,F,201502,81,26572990
976,F,201502,82,55479786
977,F,201502,83,29485512
978,F,201502,84,37421300
979,F,201502,85,922400
980,F,201502,86,13652140
981,F,201502,87,19871020
982,F,201502,88,15481545
983,F,201502,89,42640150
984,F,201502,90,217803240
985,F,201502,91,33523798
986,F,201502,92,94038163
987,F,201503,1,48137749
988,F,201503,2,12741912
989,F,201503,3,7337770
990,F,201503,4,60390160
991,F,201503,5,65180578
992,F,201503,6,36429299
993,F,201503,7,14270100
994,F,201503,8,82164826
995,F,201503,9,18159566
996,F,201503,10,174765400
997,F,201503,11,77997195
998,F,201503,12,58461567
999,F,201503,13,64112160
1000,F,201503,14,149737040
1001,F,201503,15,49796496
1002,F,201503,16,67068480
1003,F,201503,17,66125100
1004,F,201503,18,99377840
1005,F,201503,19,53950560
1006,F,201503,20,67104620
1007,F,201503,21,27455960
1008,F,201503,22,21486600
1009,F,201503,23,11298830
1010,F,201503,24,43947690
1011,F,201503,25,6504290
1012,F,201503,26,83835759
1013,F,201503,27,27711270
1014,F,201503,28,9255320
1015,F,201503,29,136779710
1016,F,201503,30,47992060
1017,F,201503,31,60924800
1018,F,201503,32,2435543
1019,F,201503,33,64576225
1020,F,201503,35,2481360
1021,F,201503,36,9911760
1022,F,201503,37,23874700
1023,F,201503,38,61751383
1024,F,201503,41,139000
1025,F,201503,43,114637580
1026,F,201503,44,17993400
1027,F,201503,45,36416520
1028,F,201503,46,120815834
1029,F,201503,47,36671877
1030,F,201503,48,91529200
1031,F,201503,49,3296170
1032,F,201503,50,3065050
1033,F,201503,51,47282190
1034,F,201503,52,124706917
1035,F,201503,53,25798005
1036,F,201503,54,15322753
1037,F,201503,55,37782149
1038,F,201503,56,14273527
1039,F,201503,57,12082706
1040,F,201503,63,18569295
1041,F,201503,64,30518608
1042,F,201503,65,39504661
1043,F,201503,66,39457380
1044,F,201503,67,53550376
1045,F,201503,68,15531992
1046,F,201503,69,8436440
1047,F,201503,70,7687030
1048,F,201503,71,32595660
1049,F,201503,72,48232995
1050,F,201503,73,30328850
1051,F,201503,74,92766780
1052,F,201503,75,35336890
1053,F,201503,76,15559402
1054,F,201503,77,10643002
1055,F,201503,78,8009901
1056,F,201503,79,36538120
1057,F,201503,80,18295390
1058,F,201503,81,15488440
1059,F,201503,82,43501988
1060,F,201503,83,24256660
1061,F,201503,84,34997350
1062,F,201503,85,627600
1063,F,201503,86,15098390
1064,F,201503,87,21695450
1065,F,201503,88,16567070
1066,F,201503,89,41638870
1067,F,201503,90,200423020
1068,F,201503,91,43456086
1069,F,201503,92,42379792
