성별,구매일자,대분류코드,구매금액
M,20140107,4,540287
M,20140107,5,755303
M,20140107,6,187608
M,20140107,7,733900
M,20140107,8,402160
M,20140107,9,122660
M,20140107,10,235280
M,20140107,11,358900
M,20140107,12,487610
M,20140107,13,1862380
M,20140107,14,704950
M,20140107,15,826556
M,20140107,16,1187170
M,20140107,17,596610
M,20140108,1,941572
M,20140108,2,291294
M,20140108,3,1120925
M,20140108,4,473938
M,20140108,5,829449
M,20140108,6,189110
M,20140108,7,693000
M,20140108,8,286810
M,20140108,9,137990
M,20140108,10,237890
M,20140108,11,377800
M,20140108,12,533570
M,20140108,13,653890
M,20140108,14,315740
M,20140108,15,2950540
M,20140108,16,611400
M,20140108,17,553320
M,20140109,1,774449
M,20140109,2,426880
M,20140109,3,955029
M,20140109,4,405919
M,20140109,5,926230
M,20140109,6,366620
M,20140109,7,646110
M,20140109,8,293460
M,20140109,9,188290
M,20140109,10,206610
M,20140109,11,276990
M,20140109,12,385840
M,20140109,13,631730
M,20140109,14,337970
M,20140109,15,966520
M,20140109,16,668910
M,20140109,17,386000
M,20140110,1,1217611
M,20140110,2,179340
M,20140110,3,906526
M,20140110,4,605612
M,20140110,5,935383
M,20140110,6,257397
M,20140110,7,665000
M,20140110,8,267570
M,20140110,9,179010
M,20140110,10,203650
M,20140110,11,324870
M,20140110,12,644960
M,20140110,13,553580
M,20140110,14,574620
M,20140110,15,1223950
M,20140110,16,700810
M,20140110,17,286850
M,20140111,1,1493221
M,20140111,2,373680
M,20140111,3,999823
M,20140111,4,874333
M,20140111,5,1304192
M,20140111,6,441618
M,20140111,7,614810
M,20140111,8,275390
M,20140111,9,173270
M,20140111,10,200120
M,20140111,11,456260
M,20140111,12,797750
M,20140111,13,874660
M,20140111,14,309860
M,20140111,15,1022770
M,20140111,16,539460
M,20140111,17,460510
M,20140112,1,213383
M,20140112,2,107840
M,20140112,3,151152
M,20140112,4,75090
M,20140112,5,192106
M,20140112,6,73600
M,20140112,7,138270
M,20140112,8,83210
M,20140112,9,77370
M,20140112,10,28950
M,20140112,11,89490
M,20140112,12,187330
M,20140112,13,239160
M,20140112,14,55650
M,20140112,15,263020
M,20140112,16,91490
M,20140112,17,104550
M,20140113,1,1100413
M,20140113,2,833170
M,20140113,3,1139471
M,20140113,4,529549
M,20140113,5,758961
M,20140113,6,281767
M,20140113,7,706980
M,20140113,8,365880
M,20140113,9,143620
M,20140113,10,343860
M,20140113,11,427180
M,20140113,12,548320
M,20140113,13,723430
M,20140113,14,274220
M,20140113,15,1108980
M,20140113,16,668650
M,20140113,17,457510
M,20140114,1,952357
M,20140114,2,355180
M,20140114,3,1022160
M,20140114,4,413081
M,20140114,5,652612
M,20140114,6,354058
M,20140114,7,617390
M,20140114,8,362690
M,20140114,9,77600
M,20140114,10,171560
M,20140114,11,356070
M,20140114,12,469020
M,20140114,13,6446020
M,20140114,14,582920
M,20140114,15,2407440
M,20140114,16,438220
M,20140114,17,414490
M,20140115,1,799536
M,20140115,2,279480
M,20140115,3,906246
M,20140115,4,631873
M,20140115,5,922976
M,20140115,6,259500
M,20140115,7,711070
M,20140115,8,235300
M,20140115,9,213040
M,20140115,10,173670
M,20140115,11,382300
M,20140115,12,515790
M,20140115,13,651820
M,20140115,14,403740
M,20140115,15,3347620
M,20140115,16,17473500
M,20140115,17,279390
M,20140116,1,1075856
M,20140116,2,88650
M,20140116,3,790735
M,20140116,4,413692
M,20140116,5,781632
M,20140116,6,297610
M,20140116,7,700240
M,20140116,8,282760
M,20140116,9,156000
M,20140116,10,196570
M,20140116,11,485650
M,20140116,12,655870
M,20140116,13,684750
M,20140116,14,295350
M,20140116,15,871610
M,20140116,16,494450
M,20140116,17,345400
M,20140117,1,3569990
M,20140117,2,340340
M,20140117,3,905713
M,20140117,4,521402
M,20140117,5,1503769
M,20140117,6,233249
M,20140117,7,634270
M,20140117,8,279100
M,20140117,9,150850
M,20140117,10,167220
M,20140117,11,349760
M,20140117,12,737050
M,20140117,13,1023640
M,20140117,14,206050
M,20140117,15,911480
M,20140117,16,563040
M,20140117,17,302930
M,20140118,1,1905795
M,20140118,2,463650
M,20140118,3,849747
M,20140118,4,507262
M,20140118,5,1827373
M,20140118,6,253310
M,20140118,7,626980
M,20140118,8,306730
M,20140118,9,205170
M,20140118,10,207270
M,20140118,11,425350
M,20140118,12,860850
M,20140118,13,969640
M,20140118,14,456150
M,20140118,15,825802
M,20140118,16,466700
M,20140118,17,584340
M,20140119,1,1117960
M,20140119,2,440670
M,20140119,3,805200
M,20140119,4,1994890
M,20140119,5,4623280
M,20140119,6,253180
M,20140119,7,586960
M,20140119,8,246290
M,20140119,9,187740
M,20140119,10,171410
M,20140119,11,381080
M,20140119,12,562650
M,20140119,13,681720
M,20140119,14,297010
M,20140119,15,686670
M,20140119,16,629860
M,20140119,17,449810
M,20140120,1,1165887
M,20140120,2,406960
M,20140120,3,1000079
M,20140120,4,720536
M,20140120,5,989370
M,20140120,6,278660
M,20140120,7,766510
M,20140120,8,403440
M,20140120,9,119860
M,20140120,10,222970
M,20140120,11,407990
M,20140120,12,738010
M,20140120,13,1533600
M,20140120,14,352130
M,20140120,15,962240
M,20140120,16,608240
M,20140120,17,459880
M,20140121,1,983055
M,20140121,2,1391890
M,20140121,3,1079804
M,20140121,4,1007529
M,20140121,5,5004726
M,20140121,6,251400
M,20140121,7,570970
M,20140121,8,350990
M,20140121,9,158060
M,20140121,10,238100
M,20140121,11,302130
M,20140121,12,421550
M,20140121,13,1731230
M,20140121,14,493200
M,20140121,15,2764180
M,20140121,16,25221640
M,20140121,17,576790
M,20140122,1,2602189
M,20140122,2,437190
M,20140122,3,1187573
M,20140122,4,829439
M,20140122,5,1776392
M,20140122,6,281150
M,20140122,7,703060
M,20140122,8,361440
M,20140122,9,156050
M,20140122,10,194360
M,20140122,11,453100
M,20140122,12,533960
M,20140122,13,2127870
M,20140122,14,301280
M,20140122,15,1025320
M,20140122,16,53560200
M,20140122,17,422790
M,20140123,1,3482504
M,20140123,2,368470
M,20140123,3,958242
M,20140123,4,391332
M,20140123,5,1397883
M,20140123,6,351756
M,20140123,7,642200
M,20140123,8,271040
M,20140123,9,180020
M,20140123,10,174780
M,20140123,11,608970
M,20140123,12,367050
M,20140123,13,1967790
M,20140123,14,216230
M,20140123,15,709520
M,20140123,16,1284860
M,20140123,17,649790
M,20140124,1,2225707
M,20140124,2,400310
M,20140124,3,971952
M,20140124,4,1032032
M,20140124,5,4463591
M,20140124,6,337070
M,20140124,7,550460
M,20140124,8,338830
M,20140124,9,207360
M,20140124,10,189400
M,20140124,11,433300
M,20140124,12,1059100
M,20140124,13,2694090
M,20140124,14,325580
M,20140124,15,2126470
M,20140124,16,2930950
M,20140124,17,513530
M,20140125,1,3240834
M,20140125,2,519980
M,20140125,3,990067
M,20140125,4,647025
M,20140125,5,3866491
M,20140125,6,253050
M,20140125,7,636930
M,20140125,8,348940
M,20140125,9,259120
M,20140125,10,215770
M,20140125,11,401010
M,20140125,12,1246370
M,20140125,13,2612390
M,20140125,14,563000
M,20140125,15,1071640
M,20140125,16,1153730
M,20140125,17,629380
M,20140126,1,848518
M,20140126,2,143800
M,20140126,3,224623
M,20140126,4,290980
M,20140126,5,829192
M,20140126,6,103250
M,20140126,7,217240
M,20140126,8,79410
M,20140126,9,44990
M,20140126,10,58310
M,20140126,11,111410
M,20140126,12,256790
M,20140126,13,270770
M,20140126,14,259960
M,20140126,15,305650
M,20140126,16,225520
M,20140126,17,236610
M,20140127,1,2196418
M,20140127,2,455710
M,20140127,3,1159446
M,20140127,4,720601
M,20140127,5,2412802
M,20140127,6,286170
M,20140127,7,719420
M,20140127,8,332010
M,20140127,9,90270
M,20140127,10,237690
M,20140127,11,585990
M,20140127,12,639330
M,20140127,13,4426240
M,20140127,14,1462150
M,20140127,15,1234000
M,20140127,16,975700
M,20140127,17,538670
M,20140128,1,4185342
M,20140128,2,314180
M,20140128,3,1582359
M,20140128,4,1348114
M,20140128,5,5319304
M,20140128,6,244580
M,20140128,7,666070
M,20140128,8,472390
M,20140128,9,184140
M,20140128,10,309850
M,20140128,11,1072320
M,20140128,12,795310
M,20140128,13,2627620
M,20140128,14,883070
M,20140128,15,828330
M,20140128,16,1456860
M,20140128,17,656720
M,20140129,1,3721400
M,20140129,2,325050
M,20140129,3,1722454
M,20140129,4,989786
M,20140129,5,6534880
M,20140129,6,481590
M,20140129,7,632400
M,20140129,8,491950
M,20140129,9,364840
M,20140129,10,329810
M,20140129,11,1151200
M,20140129,12,1243160
M,20140129,13,2446510
M,20140129,14,1185570
M,20140129,15,1017340
M,20140129,16,2005180
M,20140129,17,566970
M,20140130,1,8169352
M,20140130,2,337650
M,20140130,3,1389858
M,20140130,4,2129204
M,20140130,5,2493461
M,20140130,6,533054
M,20140130,7,557870
M,20140130,8,305850
M,20140130,9,264270
M,20140130,10,221030
M,20140130,11,640150
M,20140130,12,1477736
M,20140130,13,1897870
M,20140130,14,622730
M,20140130,15,773940
M,20140130,16,688350
M,20140130,17,531050
M,20140131,1,923587
M,20140131,2,69880
M,20140131,3,166954
M,20140131,4,755780
M,20140131,5,1391988
M,20140131,6,59910
M,20140131,7,197640
M,20140131,8,58870
M,20140131,9,114040
M,20140131,10,73970
M,20140131,11,260050
M,20140131,12,287620
M,20140131,13,931680
M,20140131,14,84940
M,20140131,15,253472
M,20140131,16,193590
M,20140131,17,186500
M,20140201,1,433300
M,20140201,2,93880
M,20140201,3,400480
M,20140201,4,195381
M,20140201,5,747794
M,20140201,6,120420
M,20140201,7,459930
M,20140201,8,225110
M,20140201,9,128200
M,20140201,10,91150
M,20140201,11,374800
M,20140201,12,537060
M,20140201,13,662110
M,20140201,14,144400
M,20140201,15,578769
M,20140201,16,303200
M,20140201,17,368180
M,20140202,1,643858
M,20140202,2,157100
M,20140202,3,577575
M,20140202,4,399358
M,20140202,5,835523
M,20140202,6,160490
M,20140202,7,513650
M,20140202,8,183320
M,20140202,9,229560
M,20140202,10,67070
M,20140202,11,394280
M,20140202,12,607770
M,20140202,13,571840
M,20140202,14,141520
M,20140202,15,582717
M,20140202,16,514480
M,20140202,17,249520
M,20140203,1,953110
M,20140203,2,307790
M,20140203,3,1087193
M,20140203,4,404719
M,20140203,5,703916
M,20140203,6,216456
M,20140203,7,787730
M,20140203,8,231170
M,20140203,9,84930
M,20140203,10,180120
M,20140203,11,478640
M,20140203,12,448050
M,20140203,13,565120
M,20140203,14,311670
M,20140203,15,729800
M,20140203,16,59565870
M,20140203,17,1550300
M,20140204,1,737762
M,20140204,2,366880
M,20140204,3,875372
M,20140204,4,309676
M,20140204,5,653573
M,20140204,6,272896
M,20140204,7,799660
M,20140204,8,1453310
M,20140204,9,96050
M,20140204,10,400010
M,20140204,11,581850
M,20140204,12,318810
M,20140204,13,621170
M,20140204,14,360160
M,20140204,15,718470
M,20140204,16,459930
M,20140204,17,1238790
M,20140205,1,1066344
M,20140205,2,315580
M,20140205,3,1039484
M,20140205,4,607515
M,20140205,5,909953
M,20140205,6,237210
M,20140205,7,605880
M,20140205,8,333560
M,20140205,9,113830
M,20140205,10,130060
M,20140205,11,401710
M,20140205,12,525010
M,20140205,13,629210
M,20140205,14,379060
M,20140205,15,951340
M,20140205,16,842640
M,20140205,17,547790
M,20140206,1,823543
M,20140206,2,391070
M,20140206,3,878843
M,20140206,4,266114
M,20140206,5,700578
M,20140206,6,193829
M,20140206,7,637010
M,20140206,8,203800
M,20140206,9,108180
M,20140206,10,127620
M,20140206,11,381540
M,20140206,12,503330
M,20140206,13,584220
M,20140206,14,270610
M,20140206,15,801440
M,20140206,16,423260
M,20140206,17,224270
M,20140207,1,1778462
M,20140207,2,5325030
M,20140207,3,1937185
M,20140207,4,970455
M,20140207,5,1830293
M,20140207,6,375200
M,20140207,7,1194470
M,20140207,8,512990
M,20140207,9,738500
M,20140207,10,307140
M,20140207,11,646430
M,20140207,12,647200
M,20140207,13,4980700
M,20140207,14,1084160
M,20140207,15,4982970
M,20140207,16,17068540
M,20140207,17,1396850
M,20140208,1,1316961
M,20140208,2,694920
M,20140208,3,837683
M,20140208,4,384658
M,20140208,5,825103
M,20140208,6,278799
M,20140208,7,569980
M,20140208,8,211870
M,20140208,9,136370
M,20140208,10,199680
M,20140208,11,391970
M,20140208,12,700160
M,20140208,13,708790
M,20140208,14,213750
M,20140208,15,927870
M,20140208,16,395710
M,20140208,17,382070
M,20140209,1,304738
M,20140209,2,141500
M,20140209,3,350372
M,20140209,4,109290
M,20140209,5,255926
M,20140209,6,78860
M,20140209,7,150740
M,20140209,8,40450
M,20140209,9,39420
M,20140209,10,18700
M,20140209,11,78810
M,20140209,12,141620
M,20140209,13,130420
M,20140209,14,130860
M,20140209,15,250680
M,20140209,16,129490
M,20140209,17,110110
M,20140210,1,1089203
M,20140210,2,561710
M,20140210,3,1135656
M,20140210,4,524188
M,20140210,5,1011187
M,20140210,6,357110
M,20140210,7,761350
M,20140210,8,400810
M,20140210,9,262130
M,20140210,10,106940
M,20140210,11,385710
M,20140210,12,394940
M,20140210,13,839100
M,20140210,14,253530
M,20140210,15,1176206
M,20140210,16,535630
M,20140210,17,1142500
M,20140211,1,725579
M,20140211,2,348800
M,20140211,3,1191390
M,20140211,4,552593
M,20140211,5,773300
M,20140211,6,200520
M,20140211,7,723660
M,20140211,8,296200
M,20140211,9,78960
M,20140211,10,149120
M,20140211,11,516470
M,20140211,12,617010
M,20140211,13,1200800
M,20140211,14,353700
M,20140211,15,2426690
M,20140211,16,565910
M,20140211,17,408990
M,20140212,1,1571350
M,20140212,2,510438
M,20140212,3,1159869
M,20140212,4,517278
M,20140212,5,872874
M,20140212,6,325543
M,20140212,7,1946850
M,20140212,8,336020
M,20140212,9,139310
M,20140212,10,178230
M,20140212,11,451710
M,20140212,12,599180
M,20140212,13,572730
M,20140212,14,321550
M,20140212,15,4345770
M,20140212,16,673320
M,20140212,17,324260
M,20140213,1,1622821
M,20140213,2,845298
M,20140213,3,1285850
M,20140213,4,595906
M,20140213,5,935605
M,20140213,6,273912
M,20140213,7,650580
M,20140213,8,273570
M,20140213,9,158310
M,20140213,10,181310
M,20140213,11,411710
M,20140213,12,564650
M,20140213,13,603600
M,20140213,14,352070
M,20140213,15,3130200
M,20140213,16,760540
M,20140213,17,397140
M,20140214,1,1160167
M,20140214,2,485630
M,20140214,3,923738
M,20140214,4,528329
M,20140214,5,1102500
M,20140214,6,344180
M,20140214,7,598080
M,20140214,8,210960
M,20140214,9,148130
M,20140214,10,120190
M,20140214,11,433180
M,20140214,12,733210
M,20140214,13,809560
M,20140214,14,262030
M,20140214,15,1629920
M,20140214,16,508650
M,20140214,17,523260
M,20140215,1,1019686
M,20140215,2,328270
M,20140215,3,1097322
M,20140215,4,555451
M,20140215,5,832662
M,20140215,6,405890
M,20140215,7,575190
M,20140215,8,213060
M,20140215,9,144610
M,20140215,10,111000
M,20140215,11,426480
M,20140215,12,581700
M,20140215,13,632700
M,20140215,14,171230
M,20140215,15,1123090
M,20140215,16,4949240
M,20140215,17,261680
M,20140216,1,889041
M,20140216,2,126270
M,20140216,3,667789
M,20140216,4,403719
M,20140216,5,838057
M,20140216,6,228125
M,20140216,7,527800
M,20140216,8,298750
M,20140216,9,140660
M,20140216,10,133660
M,20140216,11,485960
M,20140216,12,669690
M,20140216,13,629360
M,20140216,14,156540
M,20140216,15,712020
M,20140216,16,634150
M,20140216,17,510370
M,20140217,1,855579
M,20140217,2,271730
M,20140217,3,1156462
M,20140217,4,324737
M,20140217,5,741502
M,20140217,6,241590
M,20140217,7,728260
M,20140217,8,379490
M,20140217,9,148500
M,20140217,10,188970
M,20140217,11,401290
M,20140217,12,458200
M,20140217,13,581280
M,20140217,14,291400
M,20140217,15,777293
M,20140217,16,452470
M,20140217,17,305750
M,20140218,1,934703
M,20140218,2,129730
M,20140218,3,1014608
M,20140218,4,457500
M,20140218,5,809662
M,20140218,6,354009
M,20140218,7,790640
M,20140218,8,406280
M,20140218,9,116350
M,20140218,10,142740
M,20140218,11,413630
M,20140218,12,461950
M,20140218,13,587410
M,20140218,14,304160
M,20140218,15,3732208
M,20140218,16,647600
M,20140218,17,382120
M,20140219,1,1144238
M,20140219,2,387810
M,20140219,3,989319
M,20140219,4,518484
M,20140219,5,1099130
M,20140219,6,246050
M,20140219,7,643670
M,20140219,8,243490
M,20140219,9,158430
M,20140219,10,117580
M,20140219,11,450320
M,20140219,12,651190
M,20140219,13,1593230
M,20140219,14,234710
M,20140219,15,1512211
M,20140219,16,611970
M,20140219,17,824240
M,20140220,1,803734
M,20140220,2,444060
M,20140220,3,944336
M,20140220,4,624948
M,20140220,5,782594
M,20140220,6,134967
M,20140220,7,637970
M,20140220,8,263660
M,20140220,9,191910
M,20140220,10,132820
M,20140220,11,448250
M,20140220,12,480220
M,20140220,13,744590
M,20140220,14,270230
M,20140220,15,858490
M,20140220,16,12907900
M,20140220,17,358890
M,20140221,1,1455918
M,20140221,2,615200
M,20140221,3,1096794
M,20140221,4,980470
M,20140221,5,1216909
M,20140221,6,264716
M,20140221,7,760490
M,20140221,8,319450
M,20140221,9,210380
M,20140221,10,199150
M,20140221,11,491470
M,20140221,12,693790
M,20140221,13,7672070
M,20140221,14,415440
M,20140221,15,1131580
M,20140221,16,649450
M,20140221,17,429470
M,20140222,1,1752719
M,20140222,2,703370
M,20140222,3,1100846
M,20140222,4,1024033
M,20140222,5,2273853
M,20140222,6,311020
M,20140222,7,777100
M,20140222,8,342540
M,20140222,9,245290
M,20140222,10,162180
M,20140222,11,522060
M,20140222,12,1041340
M,20140222,13,14623930
M,20140222,14,498980
M,20140222,15,8127546
M,20140222,16,1248890
M,20140222,17,486270
M,20140223,1,318339
M,20140223,2,42890
M,20140223,3,277813
M,20140223,4,91250
M,20140223,5,162023
M,20140223,6,65000
M,20140223,7,189660
M,20140223,8,95050
M,20140223,9,56220
M,20140223,10,29940
M,20140223,11,146380
M,20140223,12,148480
M,20140223,13,211890
M,20140223,14,107350
M,20140223,15,293740
M,20140223,16,202730
M,20140223,17,89300
M,20140224,1,2244133
M,20140224,2,307050
M,20140224,3,2280251
M,20140224,4,320132
M,20140224,5,751757
M,20140224,6,240424
M,20140224,7,928540
M,20140224,8,363440
M,20140224,9,151610
M,20140224,10,194740
M,20140224,11,510160
M,20140224,12,385250
M,20140224,13,715310
M,20140224,14,441970
M,20140224,15,2143050
M,20140224,16,762980
M,20140224,17,476590
M,20140225,1,1296337
M,20140225,2,426090
M,20140225,3,1003214
M,20140225,4,511550
M,20140225,5,876873
M,20140225,6,312540
M,20140225,7,734180
M,20140225,8,226930
M,20140225,9,186950
M,20140225,10,172920
M,20140225,11,495610
M,20140225,12,473330
M,20140225,13,771170
M,20140225,14,376360
M,20140225,15,3415920
M,20140225,16,969720
M,20140225,17,381240
M,20140226,1,1273356
M,20140226,2,424070
M,20140226,3,1053213
M,20140226,4,413555
M,20140226,5,1042351
M,20140226,6,284173
M,20140226,7,661180
M,20140226,8,311230
M,20140226,9,172660
M,20140226,10,221260
M,20140226,11,555510
M,20140226,12,462840
M,20140226,13,1019230
M,20140226,14,506210
M,20140226,15,1404229
M,20140226,16,449570
M,20140226,17,425270
M,20140227,1,1051270
M,20140227,2,620900
M,20140227,3,965919
M,20140227,4,560691
M,20140227,5,1178062
M,20140227,6,263520
M,20140227,7,695520
M,20140227,8,303040
M,20140227,9,189020
M,20140227,10,267470
M,20140227,11,457620
M,20140227,12,517190
M,20140227,13,539200
M,20140227,14,291960
M,20140227,15,2597430
M,20140227,16,514650
M,20140227,17,462440
M,20140228,1,1002685
M,20140228,2,415930
M,20140228,3,984103
M,20140228,4,572866
M,20140228,5,885515
M,20140228,6,218440
M,20140228,7,610530
M,20140228,8,269640
M,20140228,9,196270
M,20140228,10,169660
M,20140228,11,467450
M,20140228,12,633230
M,20140228,13,618600
M,20140228,14,254560
M,20140228,15,929810
M,20140228,16,597220
M,20140228,17,521950
M,20140301,1,1363065
M,20140301,2,200450
M,20140301,3,925738
M,20140301,4,427806
M,20140301,5,1480312
M,20140301,6,357640
M,20140301,7,807480
M,20140301,8,340740
M,20140301,9,216000
M,20140301,10,106010
M,20140301,11,493380
M,20140301,12,820440
M,20140301,13,677780
M,20140301,14,334480
M,20140301,15,1354650
M,20140301,16,471700
M,20140301,17,491500
M,20140302,1,853981
M,20140302,2,238480
M,20140302,3,921945
M,20140302,4,532989
M,20140302,5,1080044
M,20140302,6,299640
M,20140302,7,690380
M,20140302,8,254570
M,20140302,9,175890
M,20140302,10,131980
M,20140302,11,498100
M,20140302,12,586930
M,20140302,13,628020
M,20140302,14,305260
M,20140302,15,1018350
M,20140302,16,774010
M,20140302,17,401580
M,20140303,1,1271749
M,20140303,2,325430
M,20140303,3,994030
M,20140303,4,399044
M,20140303,5,1032240
M,20140303,6,222136
M,20140303,7,670680
M,20140303,8,280440
M,20140303,9,165600
M,20140303,10,114290
M,20140303,11,581090
M,20140303,12,570090
M,20140303,13,663040
M,20140303,14,207670
M,20140303,15,1778420
M,20140303,16,1395450
M,20140303,17,580290
M,20140304,1,1021545
M,20140304,2,472950
M,20140304,3,1125618
M,20140304,4,491693
M,20140304,5,944065
M,20140304,6,261557
M,20140304,7,625640
M,20140304,8,258600
M,20140304,9,178720
M,20140304,10,227220
M,20140304,11,424610
M,20140304,12,410500
M,20140304,13,592450
M,20140304,14,360470
M,20140304,15,3009670
M,20140304,16,652310
M,20140304,17,471350
M,20140305,1,1126259
M,20140305,2,163990
M,20140305,3,931249
M,20140305,4,535810
M,20140305,5,592083
M,20140305,6,198380
M,20140305,7,601670
M,20140305,8,261660
M,20140305,9,197370
M,20140305,10,161680
M,20140305,11,444720
M,20140305,12,566170
M,20140305,13,618350
M,20140305,14,336410
M,20140305,15,940142
M,20140305,16,19151300
M,20140305,17,436090
M,20140306,1,871752
M,20140306,2,347580
M,20140306,3,794192
M,20140306,4,416302
M,20140306,5,685930
M,20140306,6,223890
M,20140306,7,658810
M,20140306,8,298690
M,20140306,9,165520
M,20140306,10,224130
M,20140306,11,505110
M,20140306,12,482270
M,20140306,13,593100
M,20140306,14,330050
M,20140306,15,680490
M,20140306,16,616430
M,20140306,17,544160
M,20140307,1,2535174
M,20140307,2,4599980
M,20140307,3,2244027
M,20140307,4,2206707
M,20140307,5,1732933
M,20140307,6,391258
M,20140307,7,1141530
M,20140307,8,545630
M,20140307,9,351040
M,20140307,10,608070
M,20140307,11,882730
M,20140307,12,753480
M,20140307,13,2709050
M,20140307,14,654480
M,20140307,15,7592270
M,20140307,16,4835870
M,20140307,17,970620
M,20140308,1,1452078
M,20140308,2,626480
M,20140308,3,1010242
M,20140308,4,561277
M,20140308,5,1032118
M,20140308,6,264710
M,20140308,7,635640
M,20140308,8,311200
M,20140308,9,197920
M,20140308,10,184540
M,20140308,11,656400
M,20140308,12,1865310
M,20140308,13,817870
M,20140308,14,371400
M,20140308,15,1311504
M,20140308,16,588480
M,20140308,17,372450
M,20140309,1,322640
M,20140309,2,101700
M,20140309,3,215418
M,20140309,4,73960
M,20140309,5,249610
M,20140309,6,80530
M,20140309,7,139810
M,20140309,8,95570
M,20140309,9,46690
M,20140309,10,16240
M,20140309,11,124490
M,20140309,12,121740
M,20140309,13,140290
M,20140309,14,12490
M,20140309,15,218790
M,20140309,16,153280
M,20140309,17,154420
M,20140310,1,1213673
M,20140310,2,336680
M,20140310,3,1044427
M,20140310,4,420372
M,20140310,5,1051981
M,20140310,6,223738
M,20140310,7,798140
M,20140310,8,342920
M,20140310,9,145070
M,20140310,10,205480
M,20140310,11,528050
M,20140310,12,614540
M,20140310,13,627800
M,20140310,14,406480
M,20140310,15,974420
M,20140310,16,716050
M,20140310,17,305900
M,20140311,1,1096798
M,20140311,2,385120
M,20140311,3,1120734
M,20140311,4,385129
M,20140311,5,1090558
M,20140311,6,207760
M,20140311,7,618670
M,20140311,8,256440
M,20140311,9,97010
M,20140311,10,267470
M,20140311,11,498580
M,20140311,12,564170
M,20140311,13,759830
M,20140311,14,369960
M,20140311,15,2494130
M,20140311,16,738720
M,20140311,17,390100
M,20140312,1,1183029
M,20140312,2,156460
M,20140312,3,1095282
M,20140312,4,427350
M,20140312,5,815377
M,20140312,6,196170
M,20140312,7,732200
M,20140312,8,326150
M,20140312,9,114070
M,20140312,10,353700
M,20140312,11,495480
M,20140312,12,479880
M,20140312,13,552030
M,20140312,14,279400
M,20140312,15,3299430
M,20140312,16,595860
M,20140312,17,455410
M,20140313,1,1307096
M,20140313,2,351440
M,20140313,3,868224
M,20140313,4,374170
M,20140313,5,1018848
M,20140313,6,307100
M,20140313,7,687280
M,20140313,8,431480
M,20140313,9,104430
M,20140313,10,222450
M,20140313,11,362620
M,20140313,12,657120
M,20140313,13,594190
M,20140313,14,354160
M,20140313,15,3313390
M,20140313,16,2013040
M,20140313,17,381550
M,20140314,1,1187044
M,20140314,2,260300
M,20140314,3,1153799
M,20140314,4,564287
M,20140314,5,1388356
M,20140314,6,400610
M,20140314,7,710620
M,20140314,8,487660
M,20140314,9,135210
M,20140314,10,226510
M,20140314,11,516780
M,20140314,12,581540
M,20140314,13,698670
M,20140314,14,270340
M,20140314,15,4848900
M,20140314,16,667250
M,20140314,17,423630
M,20140315,1,943806
M,20140315,2,205570
M,20140315,3,910769
M,20140315,4,481646
M,20140315,5,1262735
M,20140315,6,306130
M,20140315,7,695690
