성별,구매일자,대분류코드,구매금액
M,201403,46,38417269
M,201403,47,13206130
M,201403,48,21066471
M,201403,49,629600
M,201403,50,1093600
M,201403,51,23646900
M,201403,52,29664564
M,201403,53,16660789
M,201403,54,10558462
M,201403,55,6212969
M,201403,56,3696595
M,201403,57,2351455
M,201403,58,1323756
M,201403,59,3181427
M,201403,60,645774
M,201403,61,4423902
M,201403,62,8278010
M,201403,63,2149492
M,201404,4,41994640
M,201404,5,20584420
M,201404,6,9370354
M,201404,7,11176826
M,201404,8,29970892
M,201404,9,4098144
M,201404,10,39478330
M,201404,11,19789040
M,201404,12,519217920
M,201404,13,19490570
M,201404,14,31022890
M,201404,15,16405760
M,201404,16,17736020
M,201404,17,17864400
M,201404,18,17643620
M,201404,19,58675730
M,201404,20,17934660
M,201404,21,8802680
M,201404,22,7832370
M,201404,23,3981500
M,201404,24,6118850
M,201404,25,2001042
M,201404,26,21264490
M,201404,27,4542840
M,201404,28,2794950
M,201404,29,21847900
M,201404,30,9571100
M,201404,31,17458220
M,201404,32,1491590
M,201404,33,10747740
M,201404,34,36577660
M,201404,35,6851440
M,201404,36,3504390
M,201404,37,6644300
M,201404,38,10955992
M,201404,39,264000
M,201404,40,637900
M,201404,41,2163280
M,201404,42,1432900
M,201404,43,28008510
M,201404,44,3272500
M,201404,45,24180860
M,201404,46,18868205
M,201404,47,14476890
M,201404,48,20515986
M,201404,49,511400
M,201404,50,1161500
M,201404,51,15463800
M,201404,52,24510883
M,201404,53,17974333
M,201404,54,9361387
M,201404,55,5827823
M,201404,56,3785788
M,201404,57,2335258
M,201404,58,1210229
M,201404,59,3091632
M,201404,60,485508
M,201404,61,3619460
M,201404,62,7632092
M,201404,63,1589990
M,201405,4,103342030
M,201405,5,22989721
M,201405,6,13012514
M,201405,7,13527248
M,201405,8,35213189
M,201405,9,3778024
M,201405,10,40969480
M,201405,11,15385130
M,201405,12,66291060
M,201405,13,23400830
M,201405,14,37595340
M,201405,15,19695940
M,201405,16,21069050
M,201405,17,41729320
M,201405,18,19342820
M,201405,19,55507040
M,201405,20,18664830
M,201405,21,9469190
M,201405,22,10166890
M,201405,23,3847160
M,201405,24,7676350
M,201405,25,2263932
M,201405,26,35797190
M,201405,27,4879830
M,201405,28,3659450
M,201405,29,25952470
M,201405,30,10873800
M,201405,31,17553360
M,201405,32,2069450
M,201405,33,13777590
M,201405,34,40055730
M,201405,35,6475360
M,201405,36,8079290
M,201405,37,7380800
M,201405,38,11881640
M,201405,39,364000
M,201405,40,188000
M,201405,41,1430990
M,201405,42,524000
M,201405,43,31184620
M,201405,44,4762800
M,201405,45,26166500
M,201405,46,21395891
M,201405,47,16318120
M,201405,48,21448998
M,201405,49,680600
M,201405,50,1668700
M,201405,51,14567400
M,201405,52,30783006
M,201405,53,20828220
M,201405,54,10205413
M,201405,55,7224330
M,201405,56,3572691
M,201405,57,3246902
M,201405,58,1313180
M,201405,59,2811874
M,201405,60,549666
M,201405,61,3842790
M,201405,62,7252400
M,201405,63,3683024
M,201406,4,26013260
M,201406,5,20434939
M,201406,6,11458996
M,201406,7,12500791
M,201406,8,35061612
M,201406,9,4747402
M,201406,10,39532070
M,201406,11,18148110
M,201406,12,385627020
M,201406,13,29301720
M,201406,14,52429890
M,201406,15,18133940
M,201406,16,21750340
M,201406,17,35085420
M,201406,18,30626966
M,201406,19,77143350
M,201406,20,20613120
M,201406,21,9774240
M,201406,22,8255010
M,201406,23,6106430
M,201406,24,5761760
M,201406,25,1416677
M,201406,26,20283750
M,201406,27,6086030
M,201406,28,3262460
M,201406,29,21909840
M,201406,30,7506700
M,201406,31,14243040
M,201406,32,1927300
M,201406,33,12077750
M,201406,34,40425240
M,201406,35,6150070
M,201406,36,5700700
M,201406,37,6698600
M,201406,38,11172294
M,201406,40,129000
M,201406,41,147700
M,201406,42,381700
M,201406,43,30266360
M,201406,44,3819270
M,201406,45,17075290
M,201406,46,21344160
M,201406,47,14946340
M,201406,48,22954121
M,201406,49,607000
M,201406,50,1267740
M,201406,51,13304900
M,201406,52,30774093
M,201406,53,17963696
M,201406,54,8432273
M,201406,55,7207302
M,201406,56,3392572
M,201406,57,2884045
M,201406,58,1175318
M,201406,59,2657174
M,201406,60,353440
M,201406,61,3669020
M,201406,62,5823415
M,201406,63,2692330
M,201407,4,38456680
M,201407,5,19742798
M,201407,6,12261064
M,201407,7,12039256
M,201407,8,38890751
M,201407,9,5455006
M,201407,10,42422960
M,201407,11,21205140
M,201407,12,305885160
M,201407,13,68603960
M,201407,14,36872790
M,201407,15,21407470
M,201407,16,23282250
M,201407,17,48886460
M,201407,18,21667980
M,201407,19,68462280
M,201407,20,20352520
M,201407,21,8966100
M,201407,22,8243990
M,201407,23,7209670
M,201407,24,5071040
M,201407,25,1873040
M,201407,26,33122764
M,201407,27,4682390
M,201407,28,4098930
M,201407,29,18458930
M,201407,30,6950300
M,201407,31,12695650
M,201407,32,1536160
M,201407,33,11854940
M,201407,34,33424680
M,201407,35,9382520
M,201407,36,3387190
M,201407,37,8070876
M,201407,38,11436821
M,201407,40,39000
M,201407,42,57900
M,201407,43,33916250
M,201407,44,4350980
M,201407,45,15770980
M,201407,46,22761503
M,201407,47,19925980
M,201407,48,22319155
M,201407,49,1180000
M,201407,50,1199900
M,201407,51,15197000
M,201407,52,34638822
M,201407,53,16546876
M,201407,54,10242494
M,201407,55,8262570
M,201407,56,3482632
M,201407,57,2508901
M,201407,58,1136852
M,201407,59,2954989
M,201407,60,505504
M,201407,61,3504370
M,201407,62,5986253
M,201407,63,3112656
M,201408,4,29645800
M,201408,5,24926032
M,201408,6,17756974
M,201408,7,14433160
M,201408,8,40394544
M,201408,9,5416036
M,201408,10,44034150
M,201408,11,62855260
M,201408,12,295982382
M,201408,13,28495210
M,201408,14,45221210
M,201408,15,19528540
M,201408,16,24814170
M,201408,17,46959590
M,201408,18,21683590
M,201408,19,66358180
M,201408,20,21341950
M,201408,21,9797110
M,201408,22,8774090
M,201408,23,5295700
M,201408,24,6902180
M,201408,25,1750740
M,201408,26,34007670
M,201408,27,6121800
M,201408,28,4163620
M,201408,29,16488790
M,201408,30,5432890
M,201408,31,13249750
M,201408,32,1524680
M,201408,33,10408264
M,201408,34,25361200
M,201408,35,6949000
M,201408,36,3612520
M,201408,37,8354200
M,201408,38,12452852
M,201408,42,18900
M,201408,43,34587970
M,201408,44,3608490
M,201408,45,14323560
M,201408,46,28385091
M,201408,47,16864650
M,201408,48,23122778
M,201408,49,762500
M,201408,50,1169300
M,201408,51,10693190
M,201408,52,43994493
M,201408,53,12556385
M,201408,54,11043860
M,201408,55,7600968
M,201408,56,3623646
M,201408,57,2358562
M,201408,58,1884742
M,201408,59,3069466
M,201408,60,556394
M,201408,61,3930750
M,201408,62,7157376
M,201408,63,2477624
M,201409,1,463826
M,201409,2,208557
M,201409,3,126270
M,201409,4,16857570
M,201409,5,21812465
M,201409,6,16083523
M,201409,7,13756474
M,201409,8,35693803
M,201409,9,4120352
M,201409,10,41094720
M,201409,11,26486960
M,201409,12,140567270
M,201409,13,28830380
M,201409,14,26360530
M,201409,15,19154460
M,201409,16,25967130
M,201409,17,24412530
M,201409,18,20469070
M,201409,19,157392200
M,201409,20,21282800
M,201409,21,9427850
M,201409,22,6635990
M,201409,23,5672170
M,201409,24,5815170
M,201409,25,1893546
M,201409,26,31961880
M,201409,27,4729340
M,201409,28,3648580
M,201409,29,20541560
M,201409,30,7190300
M,201409,31,21121974
M,201409,32,1412110
M,201409,33,12374870
M,201409,34,33355160
M,201409,35,4320600
M,201409,36,2902430
M,201409,37,8404890
M,201409,38,12404729
M,201409,40,39000
M,201409,42,7900
M,201409,43,29684530
M,201409,44,4204790
M,201409,45,12783300
M,201409,46,30154828
M,201409,47,14116540
M,201409,48,21301552
M,201409,49,506400
M,201409,50,569500
M,201409,51,8909970
M,201409,52,33820915
M,201409,53,9371435
M,201409,54,9326209
M,201409,55,12818579
M,201409,56,3533828
M,201409,57,3381486
M,201409,58,1202846
M,201409,59,3524072
M,201409,60,380286
M,201409,61,3367260
M,201409,62,6191124
M,201409,63,2851150
M,201409,64,123990
M,201409,65,652530
M,201409,66,567830
M,201409,67,695620
M,201409,68,192200
M,201409,69,33200
M,201409,70,49000
M,201409,71,593000
M,201409,72,323044
M,201409,73,572700
M,201409,74,1377620
M,201409,75,447040
M,201409,76,672373
M,201409,77,136038
M,201409,78,113370
M,201409,79,426045
M,201409,80,227400
M,201409,81,320800
M,201409,82,397686
M,201409,83,311786
M,201409,84,376880
M,201409,86,166400
M,201409,87,290820
M,201409,88,217400
M,201409,89,721090
M,201409,90,6575000
M,201409,91,477319
M,201409,92,749848
M,201410,1,6877089
M,201410,2,2223066
M,201410,3,1660390
M,201410,4,18199830
M,201410,5,11563670
M,201410,6,8554838
M,201410,7,3237530
M,201410,8,33386928
M,201410,9,4601940
M,201410,10,37862200
M,201410,11,15213390
M,201410,12,94246610
M,201410,13,92799110
M,201410,14,29559410
M,201410,15,16677380
M,201410,16,19479060
M,201410,17,14544540
M,201410,18,23745830
M,201410,19,11143670
M,201410,20,15432640
M,201410,21,6209090
M,201410,22,3344440
M,201410,23,2201250
M,201410,24,5807330
M,201410,25,1974880
M,201410,26,46125090
M,201410,27,4264200
M,201410,28,3012710
M,201410,29,28832840
M,201410,30,12720900
M,201410,31,18230670
M,201410,32,1183760
M,201410,33,9339620
M,201410,35,328090
M,201410,36,2311480
M,201410,37,6486560
M,201410,38,9307058
M,201410,40,49800
M,201410,41,42000
M,201410,43,24219600
M,201410,44,1587900
M,201410,45,15969430
M,201410,46,22738960
M,201410,47,6747902
M,201410,48,19073110
M,201410,49,754100
M,201410,50,1362600
M,201410,51,16062900
M,201410,52,16321787
M,201410,53,1496770
M,201410,54,3908884
M,201410,55,9381837
M,201410,56,3383592
M,201410,57,2834448
M,201410,63,3937620
M,201410,64,2666645
M,201410,65,7689576
M,201410,66,9544820
M,201410,67,10217485
M,201410,68,3155500
M,201410,69,1403130
M,201410,70,1249980
M,201410,71,8155540
M,201410,72,6463727
M,201410,73,5684270
M,201410,74,20122300
M,201410,75,8788420
M,201410,76,4705301
M,201410,77,2430705
M,201410,78,1414646
M,201410,79,7117163
M,201410,80,4193460
M,201410,81,4073950
M,201410,82,10897171
M,201410,83,4370760
M,201410,84,5194530
M,201410,85,269200
M,201410,86,2900630
M,201410,87,7077440
M,201410,88,5736340
M,201410,89,9235160
M,201410,90,37771400
M,201410,91,6170531
M,201410,92,10186091
M,201411,1,6177949
M,201411,2,2595725
M,201411,3,1295190
M,201411,4,12707010
M,201411,5,11129912
M,201411,6,9117176
M,201411,7,3601790
M,201411,8,36992727
M,201411,9,4997620
M,201411,10,34387250
M,201411,11,14654930
M,201411,12,13315670
M,201411,13,54588660
M,201411,14,38338550
M,201411,15,13573900
M,201411,16,18582330
M,201411,17,11983290
M,201411,18,30191460
M,201411,19,10686100
M,201411,20,14831930
M,201411,21,5680680
M,201411,22,7973000
M,201411,23,2915830
M,201411,24,6745710
M,201411,25,1584385
M,201411,26,38921680
M,201411,27,4925900
M,201411,28,3158260
M,201411,29,28046600
M,201411,30,10605850
M,201411,31,18554090
M,201411,32,1446040
M,201411,33,10139690
M,201411,35,384800
M,201411,36,1584380
M,201411,37,7214150
M,201411,38,9865628
M,201411,43,23213620
M,201411,44,2955200
M,201411,45,11454600
M,201411,46,30925805
M,201411,47,7334313
M,201411,48,18326820
M,201411,49,584900
M,201411,50,1052500
M,201411,51,9540590
M,201411,52,16512411
M,201411,53,1432706
M,201411,54,3813066
M,201411,55,7055272
M,201411,56,3127200
M,201411,57,2783182
M,201411,63,3722941
M,201411,64,2649922
M,201411,65,6608695
M,201411,66,10821740
M,201411,67,10080748
M,201411,68,3490940
M,201411,69,1442790
M,201411,70,1292800
M,201411,71,7947360
M,201411,72,6264254
M,201411,73,5444550
M,201411,74,22433390
M,201411,75,8400770
M,201411,76,3124704
M,201411,77,2055568
M,201411,78,2091949
M,201411,79,8608697
M,201411,80,3420640
M,201411,81,4135660
M,201411,82,8032420
M,201411,83,5845628
M,201411,84,4810740
M,201411,85,470700
M,201411,86,2820980
M,201411,87,8094470
M,201411,88,4272250
M,201411,89,8286690
M,201411,90,40314320
M,201411,91,6030652
M,201411,92,7192136
M,201412,1,7149996
M,201412,2,2212313
M,201412,3,1533600
M,201412,4,15245980
M,201412,5,10561613
M,201412,6,6461949
M,201412,7,6880790
M,201412,8,37524344
M,201412,9,4678284
M,201412,10,36921410
M,201412,11,15193560
M,201412,12,14820260
M,201412,13,18205100
M,201412,14,40399020
M,201412,15,12399150
M,201412,16,22604770
M,201412,17,10544440
M,201412,18,21734090
M,201412,19,10942870
M,201412,20,14935520
M,201412,21,5433200
M,201412,22,6565530
M,201412,23,2899950
M,201412,24,10461860
M,201412,25,2099780
M,201412,26,73977170
M,201412,27,6033390
M,201412,28,4753310
M,201412,29,29015400
M,201412,30,11715790
M,201412,31,20212740
M,201412,32,1285470
M,201412,33,13926130
M,201412,35,1111000
M,201412,36,2789490
M,201412,37,8560300
M,201412,38,10886105
M,201412,42,8850
M,201412,43,26286140
M,201412,44,3915700
M,201412,45,16140490
M,201412,46,22521833
M,201412,47,7423866
M,201412,48,18568159
M,201412,49,1435750
M,201412,50,1523870
M,201412,51,7952500
M,201412,52,21678878
M,201412,53,1948320
M,201412,54,3967284
M,201412,55,8283145
M,201412,56,3705620
M,201412,57,3358146
M,201412,63,4396174
M,201412,64,3632862
M,201412,65,6677763
M,201412,66,10765640
M,201412,67,12518542
M,201412,68,4399320
M,201412,69,2487990
M,201412,70,4082780
M,201412,71,7472090
M,201412,72,10150979
M,201412,73,7516690
M,201412,74,24986740
M,201412,75,9503890
M,201412,76,2776933
M,201412,77,2597768
M,201412,78,2639061
M,201412,79,9355683
M,201412,80,4944690
M,201412,81,4170620
M,201412,82,9794483
M,201412,83,5615933
M,201412,84,5202130
M,201412,85,895300
M,201412,86,2480910
M,201412,87,9863920
M,201412,88,3930510
M,201412,89,9343370
M,201412,90,37444290
M,201412,91,6487709
M,201412,92,7760391
M,201501,1,8732425
M,201501,2,2192996
M,201501,3,1668950
M,201501,4,15110620
M,201501,5,12615021
M,201501,6,9915393
M,201501,7,4279110
M,201501,8,39589470
M,201501,9,4929767
M,201501,10,39841500
M,201501,11,20063410
M,201501,12,49770748
M,201501,13,39390610
M,201501,14,38436890
M,201501,15,13788090
M,201501,16,20142860
M,201501,17,37965270
M,201501,18,21715820
M,201501,19,69923040
M,201501,20,13872440
M,201501,21,6161110
M,201501,22,3716090
M,201501,23,1629990
M,201501,24,6622400
M,201501,25,2633280
M,201501,26,42154880
M,201501,27,4673800
M,201501,28,3225450
M,201501,29,18079010
M,201501,30,8394590
M,201501,31,11292210
M,201501,32,681000
M,201501,33,8516170
M,201501,35,1093380
M,201501,36,2605720
M,201501,37,8027810
M,201501,38,11864943
M,201501,40,194000
M,201501,42,6000
M,201501,43,27832080
M,201501,44,2555400
M,201501,45,19992040
M,201501,46,16433112
M,201501,47,7555429
M,201501,48,22105252
M,201501,49,658650
M,201501,50,1126420
M,201501,51,7859500
M,201501,52,26043910
M,201501,53,2698766
M,201501,54,3853054
M,201501,55,7557423
M,201501,56,3653945
M,201501,57,3216661
M,201501,63,4493578
M,201501,64,5306804
M,201501,65,7333690
M,201501,66,10423200
M,201501,67,10739980
M,201501,68,2883260
M,201501,69,916200
M,201501,70,1949200
M,201501,71,5340600
M,201501,72,8775781
M,201501,73,7727720
M,201501,74,25294240
M,201501,75,8575160
M,201501,76,1608661
M,201501,77,2541412
M,201501,78,2703316
M,201501,79,8996655
M,201501,80,4905850
M,201501,81,4787380
M,201501,82,11816190
M,201501,83,6909354
M,201501,84,6318170
M,201501,85,113800
M,201501,86,3409220
M,201501,87,6839840
M,201501,88,2989980
M,201501,89,10940340
M,201501,90,31994360
M,201501,91,7734248
M,201501,92,12947270
M,201502,1,8262523
M,201502,2,2928856
M,201502,3,1459270
M,201502,4,18880880
M,201502,5,12200977
M,201502,6,6597951
M,201502,7,3779660
M,201502,8,31864327
M,201502,9,3583205
M,201502,10,35586910
M,201502,11,43151580
M,201502,12,58489560
M,201502,13,39977720
M,201502,14,38391330
M,201502,15,13105750
M,201502,16,26604130
M,201502,17,10539610
M,201502,18,18955850
M,201502,19,43298140
M,201502,20,12920470
M,201502,21,5256220
M,201502,22,3032880
M,201502,23,1965680
M,201502,24,7439160
M,201502,25,2275140
M,201502,26,35643170
M,201502,27,4662070
M,201502,28,2972530
M,201502,29,19040950
M,201502,30,8465390
M,201502,31,16883900
M,201502,32,555800
M,201502,33,7933360
M,201502,35,275820
M,201502,36,1625390
M,201502,37,7620430
M,201502,38,12158438
M,201502,40,29000
M,201502,43,24682330
M,201502,44,2576600
M,201502,45,12688600
M,201502,46,23111472
M,201502,47,5763302
M,201502,48,18789892
M,201502,49,399100
M,201502,50,941760
M,201502,51,8907480
M,201502,52,21636807
M,201502,53,2732585
M,201502,54,4589951
M,201502,55,6914162
M,201502,56,3345709
M,201502,57,3385888
M,201502,63,5514588
M,201502,64,8756220
M,201502,65,6897600
M,201502,66,8747180
M,201502,67,8957959
M,201502,68,2957870
M,201502,69,1476000
M,201502,70,1525900
M,201502,71,4086100
M,201502,72,6699126
M,201502,73,5303700
M,201502,74,18845420
M,201502,75,18434110
M,201502,76,2257173
M,201502,77,2944165
M,201502,78,4272101
M,201502,79,7679657
M,201502,80,4057210
M,201502,81,7698120
M,201502,82,12497347
M,201502,83,5680972
M,201502,84,7227680
M,201502,85,182600
M,201502,86,2794900
M,201502,87,5706330
M,201502,88,3403830
M,201502,89,8808310
M,201502,90,30553070
M,201502,91,7072562
M,201502,92,21506457
M,201503,1,9336529
M,201503,2,2449784
M,201503,3,1562970
M,201503,4,12719630
M,201503,5,13153288
M,201503,6,7944894
M,201503,7,3886020
M,201503,8,28457162
M,201503,9,4560618
M,201503,10,40618250
M,201503,11,16814920
M,201503,12,13063250
M,201503,13,22524900
M,201503,14,42623180
M,201503,15,15543720
M,201503,16,19769890
M,201503,17,56519750
M,201503,18,22763150
M,201503,19,35015640
M,201503,20,15140260
M,201503,21,6855360
M,201503,22,10569590
M,201503,23,2198730
M,201503,24,11395640
M,201503,25,1955030
M,201503,26,34252340
M,201503,27,6156040
M,201503,28,3572510
M,201503,29,20408900
M,201503,30,7500940
M,201503,31,17668630
M,201503,32,934800
M,201503,33,10661450
M,201503,35,447380
M,201503,36,3539590
M,201503,37,7970730
M,201503,38,12097175
M,201503,43,24671490
M,201503,44,2132700
M,201503,45,12519980
M,201503,46,28806486
M,201503,47,7897906
M,201503,48,18128821
M,201503,49,629470
M,201503,50,728390
M,201503,51,9161890
M,201503,52,26108224
M,201503,53,5456200
M,201503,54,4434578
M,201503,55,8133746
M,201503,56,3406577
M,201503,57,2382885
M,201503,63,4188650
M,201503,64,5853359
M,201503,65,8670308
M,201503,66,10525050
M,201503,67,11740038
M,201503,68,2772132
M,201503,69,1908800
M,201503,70,1582840
M,201503,71,6831550
M,201503,72,8217680
M,201503,73,6639360
M,201503,74,26891970
M,201503,75,9522040
M,201503,76,4042911
M,201503,77,3298863
M,201503,78,1956551
M,201503,79,7874364
M,201503,80,3745950
M,201503,81,3424040
M,201503,82,9960334
M,201503,83,5036206
M,201503,84,7444930
M,201503,85,58000
M,201503,86,3313070
M,201503,87,6431380
M,201503,88,3746470
M,201503,89,9070620
M,201503,90,34099910
M,201503,91,8121083
M,201503,92,9135100
M,201504,1,9039024
M,201504,2,2191689
M,201504,3,1676430
M,201504,4,58323360
M,201504,5,12767518
M,201504,6,6864994
M,201504,7,3965680
M,201504,8,31521349
M,201504,9,4719644
M,201504,10,39190950
M,201504,11,16466550
M,201504,12,12660510
M,201504,13,13845050
M,201504,14,35488390
M,201504,15,17812840
M,201504,16,20803830
M,201504,17,11442130
M,201504,18,19923810
M,201504,19,10994990
M,201504,20,13712950
M,201504,21,4896950
M,201504,22,5335060
M,201504,23,2703530
M,201504,24,7759580
M,201504,25,1682530
M,201504,26,40083280
M,201504,27,6505890
M,201504,28,3416220
M,201504,29,19689440
M,201504,30,8864500
M,201504,31,13312630
M,201504,32,1091200
M,201504,33,8397850
M,201504,35,753400
M,201504,36,2601540
M,201504,37,7767930
M,201504,38,11014456
M,201504,42,10900
M,201504,43,26721830
M,201504,44,3036200
M,201504,45,5283570
M,201504,46,14565673
M,201504,47,7954890
M,201504,48,19638113
M,201504,49,655430
M,201504,50,840980
M,201504,51,9929850
M,201504,52,24202398
M,201504,53,7145203
M,201504,54,3531458
M,201504,55,7776744
M,201504,56,3644282
M,201504,57,2256854
M,201504,63,4264822
M,201504,64,7648541
M,201504,65,9986711
M,201504,66,9876600
M,201504,67,10711321
M,201504,68,3490860
M,201504,69,1636290
M,201504,70,1897080
M,201504,71,6994150
M,201504,72,6771874
M,201504,73,6465460
M,201504,74,20457450
M,201504,75,9514400
M,201504,76,1663134
M,201504,77,2542348
M,201504,78,1753265
M,201504,79,6138839
M,201504,80,3173640
M,201504,81,3700960
M,201504,82,8867672
M,201504,83,5977603
M,201504,84,6195090
M,201504,86,2249520
M,201504,87,5850600
M,201504,88,2456070
M,201504,89,8891860
M,201504,90,30471310
M,201504,91,8442481
M,201504,92,9242346
M,201505,1,8252413
M,201505,2,2226029
M,201505,3,1490710
M,201505,4,14149650
M,201505,5,11909964
M,201505,6,6058902
M,201505,7,4878300
M,201505,8,33675758
M,201505,9,4658363
M,201505,10,41144010
M,201505,11,16647700
M,201505,12,13553330
M,201505,13,21335300
M,201505,14,33277330
M,201505,15,23311330
M,201505,16,22810020
M,201505,17,47460330
M,201505,18,23791920
M,201505,19,10810450
M,201505,20,14548140
M,201505,21,5823120
M,201505,22,5812950
M,201505,23,2210690
M,201505,24,6531190
M,201505,25,1770480
M,201505,26,53983230
M,201505,27,6604390
M,201505,28,3519230
M,201505,29,22351240
M,201505,30,12886590
M,201505,31,17674660
M,201505,32,1085930
M,201505,33,12197640
M,201505,35,452200
M,201505,36,5627640
M,201505,37,8916150
M,201505,38,11095369
M,201505,43,28318740
M,201505,44,3244900
M,201505,45,13483570
M,201505,46,15914919
M,201505,47,10179316
M,201505,48,19926070
M,201505,49,738460
M,201505,50,859900
M,201505,51,12013720
M,201505,52,31421491
M,201505,53,5391208
M,201505,54,4281323
M,201505,55,7900359
M,201505,56,3627098
M,201505,57,2272186
M,201505,63,3266643
M,201505,64,12825679
M,201505,65,10683534
M,201505,66,9871510
M,201505,67,11248123
M,201505,68,3797330
M,201505,69,1239690
M,201505,70,1448890
M,201505,71,9160080
M,201505,72,6653980
M,201505,73,6514860
M,201505,74,23431550
M,201505,75,10298230
M,201505,76,3830004
M,201505,77,2473834
M,201505,78,1945828
M,201505,79,7208530
M,201505,80,3326580
M,201505,81,3461390
M,201505,82,10289215
M,201505,83,6072594
M,201505,84,5823270
M,201505,85,278600
M,201505,86,3023510
M,201505,87,6145920
M,201505,88,2492000
M,201505,89,10007750
M,201505,90,40754520
M,201505,91,9214294
M,201505,92,8318320
M,201506,1,8284395
M,201506,2,1851929
M,201506,3,1173130
M,201506,4,13383730
M,201506,5,12017091
M,201506,6,6971609
M,201506,7,5380210
M,201506,8,26846356
M,201506,9,4075233
M,201506,10,39537880
M,201506,11,22349480
M,201506,12,15199110
M,201506,13,15146530
M,201506,14,28307980
M,201506,15,19220750
M,201506,16,21920700
M,201506,17,16608050
M,201506,18,21171550
M,201506,19,10452630
M,201506,20,15745830
M,201506,21,6163560
M,201506,22,1991020
M,201506,23,2787550
M,201506,24,5301580
M,201506,25,2365310
M,201506,26,27429100
M,201506,27,5057540
M,201506,28,3314950
M,201506,29,19520780
M,201506,30,7108570
M,201506,31,11437120
M,201506,32,1032900
M,201506,33,9669050
M,201506,35,1147500
M,201506,36,3534010
M,201506,37,6309190
M,201506,38,10900522
M,201506,43,29444510
M,201506,44,2923300
M,201506,45,13468670
M,201506,46,14322690
M,201506,47,10148648
M,201506,48,24692458
M,201506,49,552890
M,201506,50,1097300
M,201506,51,12584200
M,201506,52,33758521
M,201506,53,2488854
M,201506,54,3996658
M,201506,55,6597165
M,201506,56,3474550
M,201506,57,2385558
M,201506,63,3521570
